Scraped Locations,Scraped Users,Scraped Reviews,Scraped Ratings,Scraped Dates,Type
33 Sembawang Eating House,Yeo Wen Jie,Waited over 2hrs for a crab order and found out in the end that our order was missed. This was despite us constantly checking in and the service staff assuring that the crab is on its way. Poor and dishonest service.,1,a year ago,Restaurants
33 Sembawang Eating House,BC Quah,"Great tasting food in this quiet but busy kopitiam.
Had the rarely seen shark cartilage, as well as okra, thai style baby squid and fish in black bean sauce.",4,2 years ago,Restaurants
33 Sembawang Eating House,Khaw Yee,Good zi char with plenty of sitting on a weeknight.,4,4 months ago,Restaurants
33 Sembawang Eating House,Timothy Chen,Have been eating the Teochew porridge since I was a kid. They have been open for many years and the dishes are always excellent. Recommend trying the egg with silver fish as it is very unique and the fish is always excellent.,5,6 years ago,Restaurants
33 Sembawang Eating House,Andrew Limo,"Had lunch there yesterday and frankly am not impressed with the variety nor the freshness of the food available. I cannot even say that it is passable as a Teochew porridge stall because Teochew culture takes pride in serving good, hot and …",1,4 years ago,Restaurants
33 Sembawang Eating House,Philip Tiong,Average cooking skill with acceptable price. Prawns are not so fresh. Live fish is OK. Porridge is too watery with a lot of broken rice. Not a place that I will fancy for the next visit.,3,6 years ago,Restaurants
33 Sembawang Eating House,Gwen W,"Curry fish head and prawn paste chicken is the very very good.
Just the pot of the curry and 2 plates of rice and I’m a happy diner alr.",5,2 years ago,Restaurants
33 Sembawang Eating House,Kathy Lange,"The porridge and selection is good. Prices are reasonable.
Normal coffee shop atmosphere.",5,a year ago,Restaurants
33 Sembawang Eating House,soh edward,"teochew porridge during lunch time is good.
have not tried the seafood yet but they are open till 5am.
place is clean and parking is free.",4,6 years ago,Restaurants
33 Sembawang Eating House,Jiongsong Ang,All is good except the food,2,2 months ago,Restaurants
33 Sembawang Eating House,Venus Lee,Teochew porridge is nice with reasonable price.,4,6 years ago,Restaurants
33 Sembawang Eating House,Maggie Lua,The “ZhiCha” is terrible. The worst thing is that smokers are everywhere even though the “no smoking” signs are clearly shown on the wall. Not a good place to enjoy eating! Never come again!,1,4 years ago,Restaurants
33 Sembawang Eating House,jing teo,"Nice quite coffeeshop. On a Sunday morning at 9.30am, only the drink stall with some dim sum was opened.",3,2 years ago,Restaurants
33 Sembawang Eating House,Leslie Chang,Good food esp the white bee hoon,5,3 years ago,Restaurants
33 Sembawang Eating House,Raymond Tan,Favourite to take teo chew porridge at reasonable price and the food taste good. The problem is lack of parking space nearby to access the shop.,5,4 years ago,Restaurants
33 Sembawang Eating House,Sharon Gwee,This xian seafood was shifted from tagore lane to this place. The food is still nice and cheap! Pls rem to book when u wan to come here as it is usually full...and the parking is quite limited.. pls be mentally prepared if u r coming..,4,Edited 6 years ago,Restaurants
33 Sembawang Eating House,Jun,"Very nice dining place, ordered butter lobsters, barramundi, fried chicken,oysters.... Seafood was fresh, portions was big. …",4,5 years ago,Restaurants
33 Sembawang Eating House,leesang png,"Teochew porridge not bad , price reasonable especially the fish 🐠 fresh . …",4,a year ago,Restaurants
33 Sembawang Eating House,Clifton James,Reasonable food and price to portion ratio,5,10 months ago,Restaurants
33 Sembawang Eating House,Stephen Koh,Teochew porridge food is good and prices reasonable,4,a year ago,Restaurants
33 Sembawang Eating House,Robert Ho,"There are more choices of food here now such as bak cho mee, satay and mee siam, teochew porridge and zhi zhar with fresh seafood.",5,4 years ago,Restaurants
33 Sembawang Eating House,Natalie Carpenter,Very nice place to relax with a beer and eat some good food. Salted egg sotong isn't on menu but is outstanding.,4,5 years ago,Restaurants
33 Sembawang Eating House,Kensington Ong,Great food at reasonable prices. Eat here just about every week from the zhi char to the roast meats.,4,5 years ago,Restaurants
33 Sembawang Eating House,EQ Xavier,The porridge is of good value and taste is decent. However don't go into the toilet.,4,6 years ago,Restaurants
33 Sembawang Eating House,SoonKeong Loo,The teochew porridge is cheap and good. My family and I enjoy good food and nice hot porridge.,4,8 years ago,Restaurants
33 Sembawang Eating House,SY Tan,"Food was fantastic service was pretty good
The atmosphere could be cleaner",5,2 years ago,Restaurants
33 Sembawang Eating House,Han Raj,My friend ordered a mee noodles fir himself.  Said it was good n tasty.,4,3 years ago,Restaurants
33 Sembawang Eating House,Lifeinsync Sg,Change of chicken rice stall from my last visit... tried.. not bad... the usual teochew porridge and zhi char there too..,5,6 years ago,Restaurants
33 Sembawang Eating House,NCLSY -,Ok-only zichar food that seemed to be popular with families. It would be good if you have a car to get in.,3,6 years ago,Restaurants
33 Sembawang Eating House,Sharon Tan,The steamboat fish is very fresh and good testy price is reasonable,4,4 years ago,Restaurants
33 Sembawang Eating House,Joveis QHT,Good place for teo chew porridge. Price is reasonable too,4,3 years ago,Restaurants
33 Sembawang Eating House,Simon yaw,"Teochew porridge damn cheap and nice,sell morning till lunch time,after 1 pm please don go cause no more food anymore",5,8 years ago,Restaurants
33 Sembawang Eating House,Ang Flanker,Small coffee. There only one Chinese porridge stall that open from 7am to 3 pm.,2,8 years ago,Restaurants
33 Sembawang Eating House,Buss Elton Cahya Waisakha Agency,"Where you can enjoy nice foods, also can buy fresh fishs, prawns (lives-online)",5,2 years ago,Restaurants
33 Sembawang Eating House,Theshyan Thirun,"Great place with great food, and amazing service although there is birds flying in and out of the place it is still very clean.",4,Edited 5 years ago,Restaurants
33 Sembawang Eating House,Susan Ng,Disappointed. Previously xian seafood at old location has better menu n comfort place to dine-in.,2,6 years ago,Restaurants
33 Sembawang Eating House,Jinchoon,The food is nice and reasonable price,5,a year ago,Restaurants
33 Sembawang Eating House,tk koh,It's a good place to have a cup of tea alone in off peak hours. It's a quiet place.,4,6 years ago,Restaurants
33 Sembawang Eating House,Isaac Chang,Delicious and fantastic eating place to have any meals of the day.,5,4 years ago,Restaurants
33 Sembawang Eating House,Kelvin Loy,Lunch time Teo chew porridge alway long q n reasonable price .,5,7 years ago,Restaurants
33 Sembawang Eating House,PY Tan,Best authentic Teochew porridge at very reasonable prices,5,6 years ago,Restaurants
33 Sembawang Eating House,Daniel Chia,One of the favorite Teochew porridge stall I always visit! Be there early!,5,6 years ago,Restaurants
33 Sembawang Eating House,Jason K,"The teochew porridge standard drop, probably change of owner",2,a year ago,Restaurants
33 Sembawang Eating House,K WX (SaltyBrownie),The wanton noodles and Xian dan ji is impressive here! Long q times for the Zhi char however,4,5 years ago,Restaurants
33 Sembawang Eating House,Edmund Lim,Good foods and price reasonable. Avoid weekend crowds.,4,4 years ago,Restaurants
33 Sembawang Eating House,NoDonuts 4U,Place was opened at around 1am++ good place to drop by for coffee 👍👍 …,5,3 years ago,Restaurants
33 Sembawang Eating House,Bobbi Wing,The seafood must try.,5,a year ago,Restaurants
33 Sembawang Eating House,Koh Chee Kiang,Exyte construction site office,5,4 years ago,Restaurants
33 Sembawang Eating House,Moti Lal Parsad,Nice seafood  restaurant  Good food there,5,2 years ago,Restaurants
33 Sembawang Eating House,Loh Boon Hu,Nice food with free car parking.,5,3 years ago,Restaurants
33 Sembawang Eating House,Ching Bob C S,A coffee shop near nee soon camp quick bite,4,5 years ago,Restaurants
33 Sembawang Eating House,Ang Gcc,"Xian Seafood, nice food, reasonable $$",3,6 years ago,Restaurants
33 Sembawang Eating House,Helen Ang,Food not nice price xx,2,6 years ago,Restaurants
33 Sembawang Eating House,Billy Tan,Affordable and homely teo chew porridge,4,6 years ago,Restaurants
33 Sembawang Eating House,Jesslyn from Crafty Summer,love the zi char here! never disappoints!,5,4 years ago,Restaurants
33 Sembawang Eating House,Tan Kai Wen Willy,The Chye Png is reasonable & nice.,4,3 years ago,Restaurants
33 Sembawang Eating House,rlovespudding,nice crab,5,2 years ago,Restaurants
33 Sembawang Eating House,Tyrese,very limited selection of food.,4,6 years ago,Restaurants
33 Sembawang Eating House,P J,Good food,4,3 years ago,Restaurants
33 Sembawang Eating House,Lawrence Wong,My regular breakfast coffee shop.,4,Edited 6 years ago,Restaurants
33 Sembawang Eating House,RaFFi Hamid,The Malay stall closed early,3,6 years ago,Restaurants
33 Sembawang Eating House,Retnam Sivaraja,Crab porridge is recommended,4,5 years ago,Restaurants
33 Sembawang Eating House,DT 7808,Good food at the restaurant,3,4 years ago,Restaurants
33 Sembawang Eating House,Vincent Pan,free parking,5,11 months ago,Restaurants
33 Sembawang Eating House,Re Ho,"Nice, little coffee shop",5,5 years ago,Restaurants
33 Sembawang Eating House,Jeremy See,Affordable comfort food.,5,7 years ago,Restaurants
33 Sembawang Eating House,lee siew,Best teochew porridge,5,7 years ago,Restaurants
33 Sembawang Eating House,Wong Siew Lim,Good place for lunch,4,5 years ago,Restaurants
33 Sembawang Eating House,Ken Chong,Nice place good serve,4,6 years ago,Restaurants
33 Sembawang Eating House,Xavier Russell,Left In a food coma,5,2 years ago,Restaurants
33 Sembawang Eating House,R,cheap and good,5,2 years ago,Restaurants
33 Sembawang Eating House,Kean Lim,Good,5,3 years ago,Restaurants
33 Sembawang Eating House,Ghazali Halim,Best mee soto,5,6 years ago,Restaurants
33 Sembawang Eating House,Janson Pang,Good seafood,5,4 years ago,Restaurants
33 Sembawang Eating House,MOHD SYUHAIB ZULKAFLI,Okay place,3,3 years ago,Restaurants
33 Sembawang Eating House,Goh Francis,Local.food,3,Edited 7 years ago,Restaurants
33 Sembawang Eating House,Peter Tan,"Clean and spacious coffee shop. The seafood is fresh, well-cooked and tasty. Has a free private parking area just for their customers, can park around 10 cars.",5,3 days ago,Restaurants
33 Sembawang Eating House,jseng 3d,tasty,5,2 weeks ago,Restaurants
33 Sembawang Eating House,OH KENG HAI,"There are many delicious stir-fried dishes to choose from, and the prices are reasonable. The dishes are served very quickly. It only takes less than 10 minutes to get them.",5,6 years ago,Restaurants
33 Sembawang Eating House,Joeson Tan,The fish head stove is value ofr money,4,5 years ago,Restaurants
33 Sembawang Eating House,Soh Pok Yean,I came here to eat Teochew minced rice. The steamed fish head and braised pork are both good.,3,4 years ago,Restaurants
